foodcategory,fooditem,per100grams,cals_per100grams,kj_per100grams
pastriesbreadsrolls,chapati,100g,240,1008
pastriesbreadsrolls,ciabatta,100g,271,1138
pastriesbreadsrolls,cinnamonbun,100g,436,1831
pastriesbreadsrolls,coffeecake,100g,418,1756
pastriesbreadsrolls,conchasmexicansweetbread,100g,353,1483
pastriesbreadsrolls,cornbread,100g,179,752
pastriesbreadsrolls,crepes,100g,224,941
pastriesbreadsrolls,croissant,100g,406,1705
pastriesbreadsrolls,crumpet,100g,178,748
pastriesbreadsrolls,cupcakes,100g,305,1281
pastriesbreadsrolls,donutdoughnut,100g,421,1768
pastriesbreadsrolls,dosa,100g,209,878
pastriesbreadsrolls,empanada,100g,335,1407
pastriesbreadsrolls,englishmuffin,100g,227,953
pastriesbreadsrolls,flatbread,100g,311,1306
pastriesbreadsrolls,focaccia,100g,249,1046
pastriesbreadsrolls,garlicbread,100g,350,1470
pastriesbreadsrolls,hotdogbuns,100g,279,1172
pastriesbreadsrolls,italianbread,100g,271,1138
pastriesbreadsrolls,latkes,100g,189,794
pastriesbreadsrolls,matzobread,100g,351,1474
pastriesbreadsrolls,monkeybread,100g,290,1218
pastriesbreadsrolls,muffin,100g,296,1243
pastriesbreadsrolls,multigrainbread,100g,265,1113
pastriesbreadsrolls,naan,100g,275,1155
pastriesbreadsrolls,oatmealcookies,100g,450,1890
pastriesbreadsrolls,oatmealraisincookies,100g,435,1827
pastriesbreadsrolls,pandesal,100g,293,1231
pastriesbreadsrolls,pancake,100g,233,979
pastriesbreadsrolls,pandesal,100g,293,1231
pastriesbreadsrolls,panettone,100g,318,1336
pastriesbreadsrolls,pide,100g,268,1126
pastriesbreadsrolls,pie,100g,237,995
pastriesbreadsrolls,pitabread,100g,275,1155
pastriesbreadsrolls,potatobread,100g,266,1117
pastriesbreadsrolls,pretzel,100g,338,1420
pastriesbreadsrolls,pretzelroll,100g,338,1420
pastriesbreadsrolls,puffpastry,100g,558,2344
pastriesbreadsrolls,pumpernickel,100g,250,1050
pastriesbreadsrolls,raisinbread,100g,274,1151
pastriesbreadsrolls,roll,100g,316,1327
pastriesbreadsrolls,roti,100g,264,1109
pastriesbreadsrolls,ryebread,100g,259,1088
pastriesbreadsrolls,sandwich,100g,304,1277
pastriesbreadsrolls,sandwichbread,100g,251,1054
pastriesbreadsrolls,scone,100g,362,1520
pastriesbreadsrolls,shortcrustpastry,100g,544,2285
pastriesbreadsrolls,sodabread,100g,290,1218
pastriesbreadsrolls,soufflé,100g,204,857
pastriesbreadsrolls,sourdoughbread,100g,289,1214
pastriesbreadsrolls,spanakopita,100g,246,1033
pastriesbreadsrolls,spicecake,100g,332,1394
pastriesbreadsrolls,sweetrolls,100g,333,1399
pastriesbreadsrolls,swissroll,100g,313,1315
pastriesbreadsrolls,toast,100g,261,1096
pastriesbreadsrolls,tortilla,100g,297,1247
pastriesbreadsrolls,tortillabread,100g,265,1113
pastriesbreadsrolls,whitebread,100g,238,1000
pastriesbreadsrolls,wholewheatbread,100g,247,1037
saucesdressings,1000islanddressing,100ml,370,1554
saucesdressings,ajvar,100ml,18,76
saucesdressings,arrabiatasauce,100g,36,151
saucesdressings,balsamicvinaigrettedressing,100ml,290,1218
saucesdressings,barbecuesauce,100g,150,630
saucesdressings,bechamelsauce,100g,225,945
saucesdressings,bernaisesauce,100g,414,1739
saucesdressings,bluecheesedressing,100ml,533,2239
saucesdressings,bolognese,100g,106,445
saucesdressings,buttermilkranchdressing,100ml,533,2239
saucesdressings,caesardressing,100ml,429,1802
saucesdressings,catalinadressing,100ml,282,1184
saucesdressings,chasseursauce,100g,45,189
saucesdressings,chilisauce,100g,112,470
saucesdressings,creamsauce,100g,180,756
saucesdressings,curryketchup,100g,124,521
saucesdressings,currysauce,100g,26,109
saucesdressings,frenchdressing,100ml,60,252
saucesdressings,gravy,100g,53,223
saucesdressings,greekdressing,100ml,467,1961
saucesdressings,hamburgersauce,100g,383,1609
saucesdressings,harissa,100g,52,218
saucesdressings,hollandaisesauce,100g,535,2247
saucesdressings,honeymustarddressing,100ml,464,1949
saucesdressings,horseradish,100g,48,202
saucesdressings,italiandressing,100ml,293,1231
saucesdressings,ketchup,100g,100,420
saucesdressings,mayonnaise,100g,692,2906
saucesdressings,mustard,100g,60,252
saucesdressings,mustardsauce,100g,645,2709
saucesdressings,orangesauce,100g,179,752
saucesdressings,pesto,100g,458,1924
saucesdressings,ranchdressing,100ml,510,2142
saucesdressings,remouladesauce,100g,635,2667
saucesdressings,russiandressing,100ml,400,1680
saucesdressings,saladdressing,100ml,449,1886
saucesdressings,sambaloelek,100g,21,88
saucesdressings,sesamegingerdressing,100ml,464,1949
saucesdressings,sesamepaste,100g,595,2499
saucesdressings,sourcream,100g,217,911
saucesdressings,sourcreamsauce,100g,60,252
saucesdressings,soysauce,100ml,67,281
saucesdressings,sweetandsoursauce,100g,179,752
saucesdressings,tabasco,100g,70,294
saucesdressings,teriyakisauce,100g,89,374
saucesdressings,thaicurrypaste,100g,155,651
saucesdressings,tomatopaste,100g,82,344
saucesdressings,tomatopuree,100g,38,160
saucesdressings,tomatosauce,100g,24,101
saucesdressings,tzatziki,100g,94,395
saucesdressings,vinaigrette,100ml,120,504
saucesdressings,worcestershiresauce,100ml,78,328
saucesdressings,yogurtdressing,100ml,45,189
saucesdressings,zestyitaliandressing,100ml,267,1121
spreads,almondbutter,100g,614,2579
spreads,applebutter,100g,173,727
spreads,applesauce,100g,68,286
spreads,apricotjam,100g,250,1050
spreads,blackberryjam,100g,250,1050
spreads,blackcurrantjam,100g,250,1050
spreads,blueberryjam,100g,250,1050
spreads,cheesespread,100g,290,1218
spreads,cherryjam,100g,250,1050
spreads,chocolatephiladelphia,100g,287,1205
spreads,chocolatespread,100g,541,2272
spreads,creamcheese,100g,342,1436
spreads,egg,100g,97,407
spreads,grapejelly,100g,255,1071
spreads,honey,100g,304,1277
spreads,jelly,100g,278,1168
spreads,jifpeanutbutter,100g,580,2436
spreads,liverwurst,100g,305,1281
spreads,margarine,100g,717,3011
spreads,marmite,100g,225,945
spreads,marshmallowfluff,100g,666,2797
spreads,nutella,100g,544,2285
spreads,olivespread,100g,550,2310
spreads,pâté720pate,100g,319,1340
spreads,peanutbutter,100g,589,2474
spreads,peterpanpeanutbutter,100g,609,2558
spreads,philadelphiacreamcheese,100g,342,1436
spreads,plumjam,100g,250,1050
spreads,saltedbutter,100g,717,3011
spreads,skippypeanutbutter,100g,594,2495
spreads,smuckersstrawberryjam,100g,250,1050
spreads,strawberryjam,100g,250,1050
spreads,strawberryjelly,100g,250,1050
spreads,sunbutter,100g,617,2591
spreads,sunflowerbutter,100g,617,2591
spreads,tapenade,100g,233,979
spreads,unsaltedbutter,100g,717,3011
spreads,vegemite,100g,180,756
spreads,wildhoney,100g,286,1201
